HF    FCI_atom    FCI_emb    VQE_emb
-12.542366160839384    -12.61534924667678    -12.584318261639925    (-12.58275422006231-0.0028701164359456297j)
-12.542366160839384    -12.615349246673013    -12.584318261599208    (-12.579397898845151+0.0016444230974475473j)
-12.542366160839384    -12.615349246672604    -12.58431826159485    (-12.596126069792644+0.004499239423625493j)
-12.542366160839384    -12.615349246674244    -12.584318261599062    (-12.581970625850015+0.001216176262728822j)
-12.542366160839384    -12.615349246673842    -12.584318261526157    (-12.594420617005637-0.0003238339401984755j)
-12.542366160839384    -12.615349246675617    -12.584318261636836    (-12.596870534499228-0.0007249612717087812j)
-12.542366160839384    -12.615349246679825    -12.584318261584173    (-12.583714405490255+0.002436120937802165j)
-12.542366160839384    -12.615349246675548    -12.584318261744745    (-12.589657035259995+0.0014263243385997026j)
-12.542366160839384    -12.61534924667265    -12.584318261598302    (-12.597666501460793+0.001655295534083394j)
-12.542366160839384    -12.615349246676422    -12.584318261170612    (-12.580124239557568+0.00014979728890826628j)
-12.542366160839384    -12.615349246675768    -12.58431826163454    (-12.579296022396058-0.0010329945280623026j)
-12.542366160839384    -12.615349246676718    -12.584318261622128    (-12.58187708960321-0.0014167907045466296j)
-12.542366160839384    -12.615349246674086    -12.584318261613488    (-12.578271184658146+0.0015638074372841104j)
-12.542366160839384    -12.615349246673057    -12.584318261624434    (-12.588831451958544+0.0020075083437623674j)
-12.542366160839384    -12.615349246678639    -12.584318261587908    (-12.583511718014858-2.9274439668327412e-05j)
-12.542366160839384    -12.615349246674748    -12.58431826161763    (-12.59945016342233+0.0006407700599443179j)
-12.542366160839384    -12.615349246675864    -12.584318261634797    (-12.583779648574104-0.0003588201720502467j)
-12.542366160839384    -12.61534924667415    -12.584318261609347    (-12.587128525545733-0.00014763041972801975j)
-12.542366160839384    -12.615349246676002    -12.584318261561972    (-12.584668970190837-0.0022866993925695117j)
-12.542366160839384    -12.615349246678226    -12.584318261637403    (-12.599930281537084-0.0032601421593923046j)
-12.542366160839384    -12.615349246675125    -12.58431826162002    (-12.577908064999429-0.001285186478249148j)
-12.542366160839384    -12.615349246675406    -12.584318261631926    (-12.59707924025473+0.0002926587464531339j)
-12.542366160839384    -12.615349246676804    -12.584318261636257    (-12.590780105710257-0.003092290099164916j)
-12.542366160839384    -12.615349246673569    -12.584318261620341    (-12.583961813054556-6.434792362732492e-05j)
-12.542366160839384    -12.615349246673595    -12.584318261531113    (-12.577121651790828+4.624415511035162e-05j)
-12.542366160839384    -12.615349246675049    -12.584318261633602    (-12.586579922513028+0.0012665382539808093j)
-12.542366160839384    -12.615349246675034    -12.584318261640966    (-12.584847451467411-0.00045406002884891983j)
-12.542366160839384    -12.61534924667754    -12.584318261638852    (-12.593607770793547-0.00037213057826661637j)
-12.542366160839384    -12.615349246672313    -12.584318261637216    (-12.58773940136954+0.0017630958050795262j)
-12.542366160839384    -12.615349246675095    -12.584318261640465    (-12.573793258846804+3.759775944683883e-05j)
-12.542366160839384    -12.615349246675938    -12.584318261628212    (-12.592941161867419+0.002485024521378562j)
-12.542366160839384    -12.615349246674096    -12.584318261636012    (-12.589213487876307+0.00043259157210872207j)
-12.542366160839384    -12.615349246675601    -12.584318261638845    (-12.59524591199489+0.000343779907645536j)
-12.542366160839384    -12.61534924667719    -12.584318261691624    (-12.59328948439951+0.0029195989537755267j)
-12.542366160839384    -12.61534924667629    -12.584318261606205    (-12.5844146721253+0.001508990452505265j)
-12.542366160839384    -12.615349246676061    -12.584318261635008    (-12.583588252295838-0.004083781146791823j)
-12.542366160839384    -12.61534924667474    -12.584318261743576    (-12.596676142492107-0.0002039958904392304j)
-12.542366160839384    -12.61534924667316    -12.584318261573413    (-12.587372507109393-0.0005408737523073805j)
-12.542366160839384    -12.615349246674791    -12.58431826163552    (-12.57678441130949+0.0013717314905349561j)
-12.542366160839384    -12.615349246674377    -12.584318261636481    (-12.583717646309916-0.001604606968315704j)
-12.542366160839384    -12.6153492466766    -12.584318261705553    (-12.582474588946424-0.0007768272882498442j)
-12.542366160839384    -12.615349246673347    -12.584318261631942    (-12.579046220176869+0.00015452809246632455j)
-12.542366160839384    -12.615349246674887    -12.58431826163623    (-12.598727117170991-0.002597128346711705j)
-12.542366160839384    -12.615349246676812    -12.584318261678325    (-12.60673450216316-0.005100065597963057j)
-12.542366160839384    -12.6153492466736    -12.584318261634934    (-12.575422786755158+0.002540524039645942j)
-12.542366160839384    -12.615349246675214    -12.584318261638858    (-12.591786079642423+0.0013480939930576588j)
-12.542366160839384    -12.615349246674402    -12.58431826163316    (-12.57593690090543+0.0015272014445624118j)
-12.542366160839384    -12.615349246676237    -12.584318261485578    (-12.574448270397847+0.0008091947974684488j)
-12.542366160839384    -12.615349246673146    -12.584318261639185    (-12.577643868958482+0.0035414710456823178j)
-12.542366160839384    -12.615349246675743    -12.584318261635415    (-12.596675033723214-0.0012307923328721852j)
-12.542366160839384    -12.615349246674922    -12.584318261495111    (-12.58944887199192+0.003044655768464932j)
-12.542366160839384    -12.615349246674619    -12.58431826162862    (-12.581111418492156+0.002189574418694834j)
-12.542366160839384    -12.615349246674139    -12.584318261733669    (-12.58068168225933+0.0004655750294944595j)
-12.542366160839384    -12.615349246678011    -12.5843182616338    (-12.609544420569328-0.003922157554129182j)
-12.542366160839384    -12.61534924667626    -12.584318261656916    (-12.582121929309492-2.5625208261382474e-05j)
-12.542366160839384    -12.615349246676905    -12.584318261489754    (-12.604820377382207+0.0023583116906483355j)
-12.542366160839384    -12.615349246675036    -12.58431826156264    (-12.594988763842455-0.005462696525702197j)
-12.542366160839384    -12.615349246677592    -12.584318261636495    (-12.578398113190293-0.003797021467317098j)
-12.542366160839384    -12.6153492466786    -12.584318261635424    (-12.597658399563528-0.00018406955448519534j)
-12.542366160839384    -12.615349246678937    -12.584318261633802    (-12.581863778310211+0.0003907857163220664j)
-12.542366160839384    -12.615349246674283    -12.584318261635294    (-12.573630880329135-0.002538415469070008j)
-12.542366160839384    -12.61534924667766    -12.584318261351639    (-12.582692739494673-0.000728458057094962j)
-12.542366160839384    -12.615349246675668    -12.584318261624668    (-12.567423425959213+0.0020938650684099408j)
-12.542366160839384    -12.615349246676551    -12.58431826117941    (-12.585318710201145+0.00013000806846724794j)
-12.542366160839384    -12.615349246675272    -12.584318261635389    (-12.584983852973712+0.0003771463992534428j)
-12.542366160839384    -12.615349246674759    -12.584318261634504    (-12.585274897215367-0.0017763042348839667j)
-12.542366160839384    -12.615349246674757    -12.584318261608065    (-12.58350787996328+0.0005659243201502775j)
-12.542366160839384    -12.615349246675196    -12.58431826167025    (-12.58701184118055+0.00167106864447672j)
-12.542366160839384    -12.615349246675581    -12.584318261628367    (-12.575232525101795-0.0021781855481118107j)
-12.542366160839384    -12.615349246674407    -12.584318261643048    (-12.579716751265762+2.4693214649380846e-05j)
-12.542366160839384    -12.615349246677775    -12.584318261603684    (-12.576011186923184-0.0003318939675745058j)
-12.542366160839384    -12.615349246676672    -12.584318261637963    (-12.582575318387901+0.00213803710207946j)
-12.542366160839384    -12.615349246676374    -12.584318261646834    (-12.590302074347791+0.0010203820818662334j)
-12.542366160839384    -12.615349246677079    -12.584318261632081    (-12.59143310347037-6.585372416481882e-05j)
-12.542366160839384    -12.615349246674445    -12.584318261636653    (-12.600764594644795+0.006566534065899041j)
-12.542366160839384    -12.615349246674754    -12.584318261617922    (-12.588591505086338-0.0013386651187318238j)
-12.542366160839384    -12.615349246674684    -12.584318261658439    (-12.593189144690049-0.0022479213292935594j)
-12.542366160839384    -12.615349246677088    -12.584318261629344    (-12.58842805570862+8.162131943951536e-05j)
-12.542366160839384    -12.615349246675173    -12.584318261717112    (-12.567693540151236+0.00030143571844862705j)
-12.542366160839384    -12.615349246674056    -12.584318261630164    (-12.57614939424359+0.0019000268791708804j)
