HF    FCI_atom    FCI_emb    VQE_emb
-12.53980788127207    -12.589715002715437    -12.570384994227668    (-12.57823965492684-0.0005694134725473034j)
-12.53980788127207    -12.589715002729918    -12.570384994209087    (-12.574526590503487-0.0009876352975002603j)
-12.53980788127207    -12.58971500272681    -12.570384994211633    (-12.561180094186748-0.0007693950861143259j)
-12.53980788127207    -12.589715002722967    -12.570384994229114    (-12.560232727034757-0.0006880323631796904j)
-12.53980788127207    -12.589715002732847    -12.570384994215638    (-12.56700596097498-0.0003599063993226194j)
-12.53980788127207    -12.589715002723489    -12.570384994227016    (-12.55802951071036+0.0006728728887661046j)
-12.53980788127207    -12.589715002716453    -12.57038499422587    (-12.577648436018702-0.0018889920438570264j)
-12.53980788127207    -12.589715002735023    -12.570384994213542    (-12.579456229081769-0.0007597939990435655j)
-12.53980788127207    -12.589715002723084    -12.5703849942065    (-12.582752515031864-0.00047811894567555016j)
-12.53980788127207    -12.589715002744049    -12.570384994221872    (-12.556188073304458+8.110477962232792e-05j)
-12.53980788127207    -12.589715002717947    -12.57038499421772    (-12.586724815281581-0.0031587305426995986j)
-12.53980788127207    -12.589715002722869    -12.570384994223096    (-12.574638428141816+0.0007225848977278317j)
-12.53980788127207    -12.58971500272426    -12.570384994221945    (-12.55726112845523-0.0007217118776054694j)
-12.53980788127207    -12.589715002711792    -12.570384994225465    (-12.546893128911693-6.089219844977163e-05j)
-12.53980788127207    -12.589715002731879    -12.570384994220941    (-12.572008329742527-7.263630352121119e-05j)
-12.53980788127207    -12.58971500272631    -12.570384994198225    (-12.573945972133163-0.00027189980830597676j)
-12.53980788127207    -12.589715002728044    -12.570384994220543    (-12.580648191463181-0.0006376379344326202j)
-12.53980788127207    -12.589715002729463    -12.570384994182449    (-12.564937251017268+0.00044447471756905435j)
-12.53980788127207    -12.589715002718583    -12.57038499421121    (-12.573178725524496-0.0009588754735025386j)
-12.53980788127207    -12.589715002720729    -12.570384994212064    (-12.574914713515145+0.00036422122385716113j)
-12.53980788127207    -12.589715002714746    -12.570384994221735    (-12.564431833885127+0.0007251176711379162j)
-12.53980788127207    -12.589715002732829    -12.570384994158754    (-12.56368755436398-0.0002209571963725368j)
-12.53980788127207    -12.589715002729232    -12.5703849942262    (-12.583913365011874-0.0005114119270990578j)
-12.53980788127207    -12.589715002720649    -12.570384994209054    (-12.571777548762308+0.0001369323573836302j)
-12.53980788127207    -12.589715002730745    -12.57038499421869    (-12.556693920318882+0.000240004470936891j)
-12.53980788127207    -12.589715002735764    -12.570384993794113    (-12.569741460749583-0.0018676004449403078j)
-12.53980788127207    -12.589715002719721    -12.570384994219573    (-12.564134247845562-0.00045787736152864j)
-12.53980788127207    -12.589715002732706    -12.570384994187952    (-12.566452632035176-0.00014451422336268262j)
