HF    FCI_atom    FCI_emb    VQE_emb
-12.443214677665905    -12.52804972907446    -12.492302574928834    (-12.489710560644912+0.0008258110091234572j)
-12.443214677665905    -12.528049729075835    -12.492302575063254    (-12.496492156808237-0.0014109269620461399j)
-12.443214677665905    -12.528049729070556    -12.492302575112658    (-12.49763803034167-0.005682861337473139j)
-12.443214677665905    -12.528049729070698    -12.492302575053355    (-12.492388261421548-0.0005925306649646002j)
-12.443214677665905    -12.528049729075594    -12.492302575112635    (-12.48512054117692+0.0012237947629916343j)
-12.443214677665905    -12.528049729070121    -12.492302575158329    (-12.484599159936291-0.0035502784670917646j)
-12.443214677665905    -12.528049729072494    -12.492302575255378    (-12.494169133762885-0.0015716486137564586j)
-12.443214677665905    -12.528049729070084    -12.492302575252502    (-12.488786883056141-0.0005251969926672442j)
-12.443214677665905    -12.528049729074816    -12.492302575145958    (-12.492670086412625-0.002732145469043269j)
-12.443214677665905    -12.528049729078623    -12.492302575154564    (-12.49099591170667-0.0034538371266564162j)
-12.443214677665905    -12.52804972907795    -12.49230257511676    (-12.482134870322197-0.0027271772137303397j)
-12.443214677665905    -12.52804972908552    -12.492302575113783    (-12.497333896415807+0.005969116632552388j)
-12.443214677665905    -12.528049729077534    -12.492302575371097    (-12.487754564765883+0.0019466465637234971j)
-12.443214677665905    -12.528049729069362    -12.492302575090783    (-12.49440615040894-0.0015690028334252144j)
-12.443214677665905    -12.528049729064842    -12.492302575059067    (-12.482557431843427-0.0005070101963512299j)
-12.443214677665905    -12.52804972906692    -12.492302575251575    (-12.494874872073934-0.002894798189096593j)
-12.443214677665905    -12.528049729073887    -12.492302575137064    (-12.49641323914391+0.00269623035636936j)
-12.443214677665905    -12.52804972907312    -12.49230257511469    (-12.505155504244023+0.0026413880907928625j)
-12.443214677665905    -12.52804972907487    -12.492302575084212    (-12.487280662857158-0.0014473596381970521j)
-12.443214677665905    -12.528049729081827    -12.492302575035131    (-12.4949821322916+0.0013864313126651922j)
-12.443214677665905    -12.528049729072704    -12.492302575109923    (-12.493017250414074+0.0025085896655740107j)
-12.443214677665905    -12.528049729070718    -12.492302574903787    (-12.499752102257917+0.004170783919777436j)
-12.443214677665905    -12.528049729074016    -12.49230257511584    (-12.504240074755531+0.00195548632684194j)
-12.443214677665905    -12.528049729074201    -12.492302575087608    (-12.495081076201442+1.3460311129116751e-05j)
-12.443214677665905    -12.528049729069757    -12.492302575113431    (-12.504706771085207-0.0008163359122017142j)
-12.443214677665905    -12.52804972907127    -12.492302573241073    (-12.500412411122314+0.0011220674105416302j)
-12.443214677665905    -12.528049729068467    -12.492302575128088    (-12.48488958645744-0.0029767139649305514j)
-12.443214677665905    -12.528049729072874    -12.492302574983265    (-12.479308546718608-0.0010142452109814326j)
-12.443214677665905    -12.528049729071089    -12.492302575039023    (-12.502716379320312+0.003770542345567242j)
-12.443214677665905    -12.528049729076155    -12.49230257506715    (-12.493766798686494+0.0005151131558016933j)
-12.443214677665905    -12.52804972907121    -12.492302576675838    (-12.492893163013484+0.0014245205834079555j)
-12.443214677665905    -12.528049729073748    -12.492302574774357    (-12.484926880996829-0.0021377964095401778j)
-12.443214677665905    -12.528049729069728    -12.492302575115227    (-12.483030472951747+0.001813453211327169j)
-12.443214677665905    -12.52804972907156    -12.492302575148766    (-12.514318941537685+0.0015222871873425902j)
-12.443214677665905    -12.528049729074525    -12.492302575065798    (-12.502297009449704-0.002182629850871605j)
-12.443214677665905    -12.528049729072121    -12.492302575054229    (-12.492511438719578+0.004606801558770816j)
-12.443214677665905    -12.528049729072267    -12.492302575115135    (-12.490830939088806-0.0026388603517011953j)
-12.443214677665905    -12.528049729068934    -12.492302575113637    (-12.500810511602774+0.0033318126010769317j)
-12.443214677665905    -12.528049729073022    -12.49230257510447    (-12.488524995429605+3.952920086285523e-05j)
-12.443214677665905    -12.528049729075303    -12.49230257551897    (-12.501200228956684+0.001253126330878161j)
-12.443214677665905    -12.52804972907391    -12.492302575110644    (-12.501095381832181-0.0008151604599312499j)
-12.443214677665905    -12.528049729070966    -12.49230257511042    (-12.485403633744985-0.002238916286110786j)
-12.443214677665905    -12.528049729081912    -12.492302575062567    (-12.494423231354569-0.0012824897521265782j)
-12.443214677665905    -12.52804972907424    -12.49230257498154    (-12.488801186053015-0.0024936168017545123j)
-12.443214677665905    -12.528049729071252    -12.492302575092872    (-12.506551538633683+0.0029469730554357323j)
-12.443214677665905    -12.528049729081317    -12.492302576835312    (-12.485199125605922-0.0013787268103246477j)
-12.443214677665905    -12.528049729076333    -12.492302575116765    (-12.502125315712512+0.0009127135530073101j)
-12.443214677665905    -12.528049729071693    -12.49230257511496    (-12.493597024475614+0.0013279169420205843j)
-12.443214677665905    -12.528049729072448    -12.492302575111959    (-12.495022763019335-0.003018489736989118j)
-12.443214677665905    -12.528049729075258    -12.492302574349527    (-12.498719037521678-0.0015927319291977474j)
-12.443214677665905    -12.528049729071022    -12.492302574401583    (-12.494997144908998+0.005874792901989419j)
-12.443214677665905    -12.528049729074972    -12.492302575119108    (-12.525599320451683+0.004147916278202774j)
-12.443214677665905    -12.528049729071661    -12.492302575118382    (-12.494389299969267+0.00017740278182388255j)
-12.443214677665905    -12.528049729074503    -12.492302575113657    (-12.502717072021444-0.00039971626434936563j)
-12.443214677665905    -12.528049729074201    -12.492302575071358    (-12.485822335366619+0.0029987070146867568j)
-12.443214677665905    -12.528049729066186    -12.492302574930402    (-12.495161256601909+0.0026456024296598675j)
-12.443214677665905    -12.528049729072574    -12.492302574692609    (-12.48605569765652-0.0003515192793301808j)
-12.443214677665905    -12.52804972907264    -12.492302575107914    (-12.482571167019078-0.0009297240810856986j)
-12.443214677665905    -12.528049729072654    -12.492302574986185    (-12.506181766253865+0.0012374491372927376j)
-12.443214677665905    -12.528049729070675    -12.49230257509101    (-12.50823555963883+0.0033373739608456676j)
-12.443214677665905    -12.52804972906776    -12.492302575131445    (-12.48663190496774+0.0013647437411296623j)
-12.443214677665905    -12.528049729075226    -12.492302575071108    (-12.477248976926068+0.00011318500020501265j)
-12.443214677665905    -12.528049729070217    -12.492302575171859    (-12.512503634599009+0.0025910651158633957j)
-12.443214677665905    -12.528049729071958    -12.492302575113468    (-12.481649284706208-0.001028140187568482j)
-12.443214677665905    -12.528049729074622    -12.492302575458858    (-12.478910851419258+0.0001385401877767494j)
-12.443214677665905    -12.528049729069876    -12.492302575008933    (-12.497816397389062-0.00020298142988854634j)
-12.443214677665905    -12.52804972906916    -12.492302575101782    (-12.49581486699322+0.000715883263104353j)
-12.443214677665905    -12.528049729074658    -12.492302575139444    (-12.491650610515395-0.0033474290599728737j)
-12.443214677665905    -12.528049729073194    -12.492302575141602    (-12.503314537247162-0.003333061199835733j)
-12.443214677665905    -12.528049729071558    -12.492302575111655    (-12.491268250508583+0.00015554698570682728j)
-12.443214677665905    -12.528049729069997    -12.492302575070017    (-12.47391030354085+0.000871000542768937j)
-12.443214677665905    -12.52804972906769    -12.492302575115097    (-12.487314626047487-0.0006359500169710972j)
-12.443214677665905    -12.528049729067028    -12.492302575115305    (-12.489202461014635+0.000852041533898296j)
-12.443214677665905    -12.5280497290705    -12.492302575226542    (-12.507775270087752+0.005061058118257973j)
-12.443214677665905    -12.528049729072587    -12.492302575105418    (-12.491682046808203+0.002857868502024204j)
-12.443214677665905    -12.5280497290715    -12.492302575190307    (-12.485012273889545+0.0013377504595022487j)
