HF    FCI_atom    FCI_emb    VQE_emb
-12.512483296399608    -12.589370599125571    -12.556662352246715    (-12.550673755409457-0.00224772537555747j)
-12.512483296399608    -12.589370599128781    -12.556662352242611    (-12.541211328013194+0.002793097169592653j)
-12.512483296399608    -12.589370599124784    -12.556662352201144    (-12.564599849949156-0.0011452406993041513j)
-12.512483296399608    -12.589370599126568    -12.556662352271573    (-12.552857370146457-0.002890306874544075j)
-12.512483296399608    -12.589370599127479    -12.556662352918293    (-12.564362882668938-0.0011422750865813659j)
-12.512483296399608    -12.589370599128427    -12.556662352195563    (-12.562306313387442+0.0033456160458277986j)
-12.512483296399608    -12.58937059912666    -12.556662352334241    (-12.554497796456259-0.003336843513023286j)
-12.512483296399608    -12.589370599127058    -12.556662352244748    (-12.56175650382113-0.0007224818313039327j)
-12.512483296399608    -12.589370599127747    -12.556662352241187    (-12.554947728269516+0.004185803939794978j)
-12.512483296399608    -12.589370599123981    -12.556662352243707    (-12.555221479866907-0.0029837483141138886j)
-12.512483296399608    -12.58937059912417    -12.556662352244748    (-12.558597009434868-0.0006022756035538832j)
-12.512483296399608    -12.589370599122676    -12.556662352183686    (-12.578423936342109-0.004024703575727737j)
-12.512483296399608    -12.589370599130508    -12.556662352243624    (-12.562210319918668+0.001409313482729146j)
-12.512483296399608    -12.58937059912894    -12.55666235224365    (-12.562784869253205+0.0037460039404212894j)
-12.512483296399608    -12.589370599129369    -12.556662352251442    (-12.54043745490761+5.6686381028677975e-05j)
-12.512483296399608    -12.589370599128012    -12.556662352191843    (-12.558490317935892-0.0001845260389704788j)
-12.512483296399608    -12.589370599127733    -12.556662352245649    (-12.547257987893987+0.001907037383694142j)
-12.512483296399608    -12.589370599126404    -12.556662352351987    (-12.543404033113898+0.0008666046226424532j)
-12.512483296399608    -12.589370599127761    -12.556662352190427    (-12.562266492768888-0.002366616035545274j)
-12.512483296399608    -12.589370599127063    -12.556662352133548    (-12.56432207603758+7.925932824492763e-05j)
-12.512483296399608    -12.589370599125733    -12.556662352201242    (-12.583177399872232+0.0015183556337531677j)
-12.512483296399608    -12.589370599124814    -12.556662352241663    (-12.574992874594322+0.001364058660472982j)
-12.512483296399608    -12.589370599128713    -12.556662352212665    (-12.584949259901036+0.0019355875808089293j)
-12.512483296399608    -12.589370599126248    -12.556662352141112    (-12.568406857851206-0.0006668840155571368j)
-12.512483296399608    -12.589370599124814    -12.556662352231566    (-12.558993904189599+0.0009537438427180162j)
-12.512483296399608    -12.58937059912494    -12.55666235222121    (-12.542852503146802-0.0005030786860277366j)
-12.512483296399608    -12.589370599126424    -12.556662352242425    (-12.55806346661594-0.0032612096554545016j)
-12.512483296399608    -12.58937059912324    -12.556662352243269    (-12.561346614456328-0.001067733176516627j)
-12.512483296399608    -12.589370599126362    -12.556662352240057    (-12.563415331012779-0.0014201044059169946j)
-12.512483296399608    -12.589370599126875    -12.556662352253532    (-12.564566007952644+0.00396745825363605j)
-12.512483296399608    -12.589370599125518    -12.556662352238684    (-12.55850383790329+0.0017281654160167161j)
