HF    FCI_atom    FCI_emb    VQE_emb
-12.479064779880911    -12.559897590098982    -12.525615204991075    (-12.535065144065758+0.0021935409214561353j)
-12.479064779880911    -12.559897590094339    -12.525615204920268    (-12.527191456866312+0.0016370394152312511j)
-12.479064779880911    -12.559897590099935    -12.525615204993215    (-12.514714698924045-0.0014946309700638416j)
-12.479064779880911    -12.559897590096618    -12.525615204904097    (-12.52451799721608+0.0005618415170197776j)
-12.479064779880911    -12.559897590099581    -12.525615204951098    (-12.512436524460494-0.0008826110800842985j)
-12.479064779880911    -12.559897590097837    -12.52561520504367    (-12.524100080409417+0.0009146001298607918j)
-12.479064779880911    -12.559897590095925    -12.525615205861776    (-12.51300994066526+0.002402881665587707j)
-12.479064779880911    -12.559897590096067    -12.525615205009625    (-12.51320705412962+0.0010055010759213966j)
-12.479064779880911    -12.559897590092017    -12.525615204969062    (-12.514881328543805-0.0002318067730220759j)
-12.479064779880911    -12.559897590103764    -12.525615204996765    (-12.515093551948421-5.085259028596024e-05j)
-12.479064779880911    -12.559897590092335    -12.525615204985884    (-12.53380252264243-0.0018410745215291296j)
-12.479064779880911    -12.55989759010105    -12.525615204996031    (-12.516002094384872-0.0032694611864096824j)
-12.479064779880911    -12.559897590096874    -12.525615204993498    (-12.529902883195062-0.0004060618814336937j)
-12.479064779880911    -12.55989759009635    -12.525615204883731    (-12.522022535508036-0.000400566566463876j)
-12.479064779880911    -12.559897590101777    -12.525615204981369    (-12.504562264793924-6.723446169030442e-05j)
-12.479064779880911    -12.559897590095895    -12.525615204945849    (-12.52129266533716-0.0007895161245569229j)
-12.479064779880911    -12.559897590096341    -12.525615204988684    (-12.54192552644549-0.00022470502228558482j)
-12.479064779880911    -12.55989759009297    -12.525615205113043    (-12.513890260526786+0.003450379844307243j)
-12.479064779880911    -12.55989759009441    -12.525615204910162    (-12.512513077357466-0.0013607328124145839j)
-12.479064779880911    -12.559897590096586    -12.525615204997822    (-12.515163594892064-0.0006950459568471772j)
-12.479064779880911    -12.559897590096144    -12.525615204962419    (-12.520551303124568-0.0010016160058075373j)
-12.479064779880911    -12.559897590095332    -12.525615204994011    (-12.54299177467224-0.005246420791981663j)
-12.479064779880911    -12.559897590095398    -12.525615204989863    (-12.518022661729109+0.0020419435328698525j)
-12.479064779880911    -12.559897590094787    -12.525615204987448    (-12.522954506389954-0.0024074620316774393j)
-12.479064779880911    -12.559897590098284    -12.525615203726632    (-12.53024326286937+0.004794490865576461j)
-12.479064779880911    -12.559897590097785    -12.525615204954882    (-12.508404946115155-0.0020098250310482406j)
-12.479064779880911    -12.559897590104846    -12.525615204999433    (-12.531120538660105+0.0018234221187282708j)
-12.479064779880911    -12.559897590100551    -12.525615204994507    (-12.529070161320025+0.003204374208028202j)
-12.479064779880911    -12.559897590100501    -12.525615204990247    (-12.519027149715601-0.0005090197834685015j)
-12.479064779880911    -12.559897590098307    -12.525615205052274    (-12.524389913138517-0.0006825098216752351j)
-12.479064779880911    -12.559897590096048    -12.525615204992336    (-12.523924921020646+0.00042118274869369204j)
-12.479064779880911    -12.55989759009634    -12.525615204929862    (-12.521660410516164+0.0022071793769275895j)
-12.479064779880911    -12.559897590095314    -12.525615204973086    (-12.521527420250772-0.0008303904568195652j)
-12.479064779880911    -12.559897590095353    -12.525615204993333    (-12.528767525649261-0.0018958914874315968j)
-12.479064779880911    -12.55989759010028    -12.525615204990785    (-12.52056028711266+0.000737595501961564j)
-12.479064779880911    -12.559897590099881    -12.525615205103952    (-12.521576959425085-0.0006713859034682684j)
-12.479064779880911    -12.559897590095144    -12.525615205000689    (-12.518212773813465+0.00296074033660619j)
-12.479064779880911    -12.559897590100734    -12.525615204889332    (-12.522234910118366+0.002367533572308149j)
-12.479064779880911    -12.559897590095842    -12.525615205081213    (-12.519157995122283-0.0019238845630812022j)
-12.479064779880911    -12.55989759010343    -12.525615205032846    (-12.526459070730509-0.0029793160996029622j)
-12.479064779880911    -12.559897590101532    -12.525615204938203    (-12.533938384941624-0.0013894184553503608j)
-12.479064779880911    -12.55989759009572    -12.525615204997536    (-12.520429596392527-0.0028372360094993092j)
-12.479064779880911    -12.559897590090985    -12.52561520481832    (-12.508912425910939+0.0012447193363250347j)
-12.479064779880911    -12.559897590094518    -12.525615205011281    (-12.516501768043124+0.0025775283478774425j)
-12.479064779880911    -12.559897590091    -12.52561520611486    (-12.523748948520673+0.0012767314313182094j)
-12.479064779880911    -12.55989759009375    -12.525615205004218    (-12.521236030709082-3.9486282950545475e-05j)
-12.479064779880911    -12.559897590097533    -12.525615205057555    (-12.527056063861291-6.537718077397116e-05j)
-12.479064779880911    -12.559897590095554    -12.525615204988583    (-12.505281854940717-0.0008757069599394625j)
-12.479064779880911    -12.559897590097076    -12.525615204900593    (-12.522022588502884-0.00035361636975943266j)
-12.479064779880911    -12.55989759009264    -12.525615204444644    (-12.540837366676307-0.0001421057589905228j)
-12.479064779880911    -12.559897590093655    -12.525615204986533    (-12.507039073843002-0.0003377975399774766j)
-12.479064779880911    -12.559897590097494    -12.525615205122758    (-12.514188396167922-4.319372564851949e-05j)
-12.479064779880911    -12.559897590093854    -12.525615204958747    (-12.535515952873729-0.002039459881115416j)
-12.479064779880911    -12.559897590096805    -12.525615205073402    (-12.52331100865624-0.00026235094054201326j)
-12.479064779880911    -12.559897590096602    -12.525615204905138    (-12.522032197004588-0.001095737144567419j)
-12.479064779880911    -12.559897590095645    -12.525615204994045    (-12.530801669681498-0.0017975657598885476j)
-12.479064779880911    -12.559897590096934    -12.525615204994962    (-12.52986216568065-0.0010076978394215166j)
-12.479064779880911    -12.55989759009115    -12.525615204808696    (-12.514588051870286-0.0010779115184351108j)
-12.479064779880911    -12.559897590098359    -12.525615204990663    (-12.52394144397815-0.0005063529995154441j)
-12.479064779880911    -12.559897590091904    -12.525615204986657    (-12.540048633893988+0.0026378129646130815j)
-12.479064779880911    -12.559897590096009    -12.52561520504879    (-12.518765319820588+0.0031629816003378285j)
-12.479064779880911    -12.55989759009478    -12.525615204979912    (-12.517861511470784+0.001167964309519245j)
-12.479064779880911    -12.55989759009911    -12.525615204951027    (-12.519895658154477-0.0029068639619172095j)
-12.479064779880911    -12.559897590095714    -12.525615204990158    (-12.519302000790633+0.0001542963212307767j)
-12.479064779880911    -12.559897590096806    -12.52561520499574    (-12.52632744097748+0.0009468273663807358j)
-12.479064779880911    -12.559897590092937    -12.525615204996045    (-12.528315632586475+0.0007644052226633835j)
-12.479064779880911    -12.559897590094872    -12.525615204988283    (-12.521840406474189+4.607473991923884e-05j)
-12.479064779880911    -12.559897590093167    -12.525615204895791    (-12.536226646587968+0.000899130870194682j)
-12.479064779880911    -12.559897590093968    -12.525615204988904    (-12.526310338057955-0.00046260958710801666j)
-12.479064779880911    -12.559897590096487    -12.525615205005339    (-12.517693844637158+0.00024795328322405524j)
-12.479064779880911    -12.559897590095149    -12.525615204946348    (-12.528053821083498-0.0015893385996856727j)
-12.479064779880911    -12.559897590100224    -12.525615205034239    (-12.523980957137825+0.0013427597189523508j)
-12.479064779880911    -12.559897590092485    -12.52561520498586    (-12.520719058402909-0.0013983933685461543j)
-12.479064779880911    -12.559897590091564    -12.525615204995633    (-12.5319157984441+0.0015482421712321509j)
-12.479064779880911    -12.559897590095755    -12.525615204929188    (-12.533090386860142-0.002719571114174538j)
-12.479064779880911    -12.559897590094954    -12.525615204990295    (-12.51990108331115-0.0015313635369591631j)
-12.479064779880911    -12.559897590090372    -12.525615205961259    (-12.512031022858492+0.001564289908817914j)
-12.479064779880911    -12.559897590097657    -12.525615205017303    (-12.533371313049326+0.0005499552736583758j)
-12.479064779880911    -12.559897590095348    -12.525615204966883    (-12.531468396887663-0.0003822762586804476j)
-12.479064779880911    -12.559897590100418    -12.525615204968155    (-12.508871769564472+0.0006037901750798831j)
-12.479064779880911    -12.55989759009716    -12.525615204987412    (-12.528859162722958+0.0009434915176863618j)
-12.479064779880911    -12.559897590095174    -12.525615204920085    (-12.529423422923436-0.0008853890448302157j)
