HF    FCI_atom    FCI_emb    VQE_emb
-12.328981681620695    -12.426340138902946    -12.386900542339257    (-12.36595490264423+0.003860376277432944j)
-12.328981681620695    -12.426340143019155    -12.386900541227666    (-12.382243520890826+0.0009269564559255658j)
-12.328981681620695    -12.426340143059686    -12.38690054245655    (-12.39784597190973+0.0005963511511470462j)
-12.328981681620695    -12.426340143038743    -12.386900542365135    (-12.412540137977347-0.0003829682695924027j)
-12.328981681620695    -12.426340143022289    -12.386900542465122    (-12.385869663791448-8.654190196892422e-05j)
-12.328981681620695    -12.426340143035244    -12.386900542330894    (-12.392441618445512-0.002638290847214246j)
-12.328981681620695    -12.42634013889976    -12.38690054233531    (-12.383003545569075-0.0031454570465382307j)
-12.328981681620695    -12.426340138896318    -12.38690054236437    (-12.39181322608711+0.004447973806072852j)
-12.328981681620695    -12.426340143075493    -12.38690054186467    (-12.383001341808077-0.003926873597942943j)
-12.328981681620695    -12.426340143029629    -12.386900542426584    (-12.385730031182277+0.005103633471979852j)
-12.328981681620695    -12.426340143067895    -12.386900542382012    (-12.37276272326021+0.0009465709122233352j)
-12.328981681620695    -12.426340138891728    -12.386900542297683    (-12.400876550553262-0.00036315542660781314j)
-12.328981681620695    -12.426340143072974    -12.386900542506984    (-12.390245824964895-0.0004695534473583224j)
-12.328981681620695    -12.426340143043587    -12.386900542280111    (-12.37987638131004+0.0009187532710901611j)
-12.328981681620695    -12.426340138874192    -12.386900542328858    (-12.382395431946758+0.002800550579383029j)
-12.328981681620695    -12.42634014303558    -12.386900542352251    (-12.388454125661001-0.004293485212547763j)
-12.328981681620695    -12.426340138875107    -12.386900542340744    (-12.390635153727434-0.00257204745834033j)
-12.328981681620695    -12.426340143038216    -12.386900542338282    (-12.385810299762795-0.007366931017351167j)
-12.328981681620695    -12.426340138875101    -12.386900541833818    (-12.38391532650178-0.00568817054215517j)
-12.328981681620695    -12.426340138888223    -12.386900542396086    (-12.393050916109955+0.006228605339923324j)
-12.328981681620695    -12.426340143033018    -12.386900542336035    (-12.388316260826112+0.004821915649154919j)
-12.328981681620695    -12.426340138894519    -12.38690054240041    (-12.391151627730352-0.003973970774309201j)
-12.328981681620695    -12.426340143050494    -12.386900542335402    (-12.392378206401169+0.00236086930054936j)
-12.328981681620695    -12.42634014305385    -12.386900542537589    (-12.397244188439062-0.0020685881031908345j)
-12.328981681620695    -12.426340138892556    -12.38690054231435    (-12.388716835698785-0.0029069091439012946j)
-12.328981681620695    -12.426340143049135    -12.386900542226002    (-12.39395908572649-0.001616608227302411j)
-12.328981681620695    -12.426340138886038    -12.386900542718788    (-12.375931883155754-0.0016217027728090605j)
-12.328981681620695    -12.426340143028947    -12.386900542336107    (-12.389684853705532+0.0034041127948461446j)
