HF    FCI_atom    FCI_emb    VQE_emb
-12.38720844798984    -12.42938082129653    -12.414350943862912    (-12.410956900313684-0.0003943585176083565j)
-12.38720844798984    -12.429380821297093    -12.414350943785763    (-12.420767641348096+0.0017968012485903649j)
-12.38720844798984    -12.429380821297288    -12.414350944382697    (-12.4210914913742+0.001119276957370345j)
-12.38720844798984    -12.429380821297752    -12.4143509438598    (-12.425510985375476-0.0015615752428481153j)
-12.38720844798984    -12.42938082129808    -12.41435094384468    (-12.405392973842233+9.786533189154275e-06j)
-12.38720844798984    -12.429380821298066    -12.414350943830717    (-12.41612589706061-5.18165766107385e-05j)
-12.38720844798984    -12.42938082129661    -12.41435094386953    (-12.43299441649354+0.0006744576617241694j)
-12.38720844798984    -12.429380821297654    -12.414350943852845    (-12.414135760459585-8.086812432226433e-05j)
-12.38720844798984    -12.429380821297915    -12.414350943824141    (-12.411643072620354+0.0007547108685045499j)
-12.38720844798984    -12.429380821298704    -12.414350943847342    (-12.419419860577236+0.001065245623606774j)
-12.38720844798984    -12.429380821298786    -12.414350943862496    (-12.416356613804592-0.0005760363446276383j)
-12.38720844798984    -12.42938082129562    -12.414350943836574    (-12.42289963878337-0.0007859719217802402j)
-12.38720844798984    -12.42938082129577    -12.414350943839128    (-12.41583486608773+0.00279709521898341j)
-12.38720844798984    -12.429380821296425    -12.414350943833472    (-12.417603502756826+0.0005463082042517893j)
-12.38720844798984    -12.429380821297766    -12.41435094385791    (-12.41485482136162+0.0009284025789711906j)
-12.38720844798984    -12.429380821299906    -12.414350943851478    (-12.415520835038167-0.00040384759534903476j)
-12.38720844798984    -12.429380821297178    -12.414350943862345    (-12.415375224592314-0.0008870110544475611j)
-12.38720844798984    -12.429380821297055    -12.414350943842237    (-12.403353422312794-0.001011865685458787j)
-12.38720844798984    -12.429380821298405    -12.41435094384988    (-12.406193256340394+0.0008892712427525598j)
-12.38720844798984    -12.429380821297219    -12.414350943854565    (-12.4195133360827+1.2386565076759015e-05j)
-12.38720844798984    -12.429380821299564    -12.414350943833867    (-12.424070847666247+0.0006151175316685084j)
-12.38720844798984    -12.429380821298366    -12.414350943842601    (-12.412167297554083+0.0006386420345574475j)
-12.38720844798984    -12.42938082129916    -12.414350943865704    (-12.415602131900071-0.00023750636428956296j)
-12.38720844798984    -12.429380821296453    -12.414350943841018    (-12.425309959052692-5.121612703151502e-05j)
-12.38720844798984    -12.429380821298402    -12.414350943862763    (-12.402533329298345+0.00021657132115132448j)
-12.38720844798984    -12.429380821299237    -12.41435094386903    (-12.408777158686165-0.0009927527840058077j)
-12.38720844798984    -12.429380821297142    -12.414350943854949    (-12.40449977094013-6.398594307362044e-05j)
-12.38720844798984    -12.429380821297487    -12.414350943855505    (-12.428752810416494-0.0019852587538265656j)
-12.38720844798984    -12.429380821295892    -12.414350943823976    (-12.423810514160408+0.00025800192927348845j)
-12.38720844798984    -12.4293808212988    -12.414350943849676    (-12.412093012905435+0.0007832734945953826j)
-12.38720844798984    -12.42938082129804    -12.414350943868339    (-12.407162552595702-0.0013758747357912762j)
-12.38720844798984    -12.429380821295783    -12.41435094383964    (-12.41010996135078+0.0019275754241176442j)
-12.38720844798984    -12.429380821297574    -12.414350943852789    (-12.423868501095027-0.0025468824141546996j)
-12.38720844798984    -12.429380821298022    -12.41435094386305    (-12.419525368012819+0.00037369231804652023j)
-12.38720844798984    -12.429380821294208    -12.414350943846555    (-12.426224336186234-8.804898281625677e-05j)
-12.38720844798984    -12.429380821297896    -12.414350943285857    (-12.417265714430886+0.0011590363896755945j)
-12.38720844798984    -12.429380821297462    -12.414350943856158    (-12.401129717254502-0.001163928783963248j)
-12.38720844798984    -12.429380821296748    -12.414350943777803    (-12.411339087974282-0.00012175686640311501j)
-12.38720844798984    -12.429380821298048    -12.414350943858256    (-12.415839304063605-0.0001496693200304089j)
-12.38720844798984    -12.42938082129868    -12.414350943824532    (-12.41981238034077+0.0032286235413710755j)
-12.38720844798984    -12.42938082129905    -12.414350943066054    (-12.41274642242934+0.0013568413008066553j)
-12.38720844798984    -12.42938082129824    -12.414350943768634    (-12.421896496755078-0.00020068643327848367j)
-12.38720844798984    -12.42938082129778    -12.414350943806541    (-12.418623773014659-0.00043161144942567564j)
-12.38720844798984    -12.42938082129644    -12.414350943839926    (-12.415865890942209-0.0007288383409856172j)
-12.38720844798984    -12.429380821296693    -12.414350943851877    (-12.418636246065548+0.000184790752963442j)
-12.38720844798984    -12.429380821295947    -12.414350943847634    (-12.41101677446665-0.000721873288335689j)
-12.38720844798984    -12.429380821297743    -12.414350943851872    (-12.432180776470016+0.0036078173528237816j)
-12.38720844798984    -12.429380821298592    -12.414350943853513    (-12.422100837753636-0.00042059685394050926j)
-12.38720844798984    -12.429380821298414    -12.414350943832863    (-12.411791559494826+8.153310365363494e-05j)
-12.38720844798984    -12.429380821298151    -12.414350943829557    (-12.420927416654726+0.00021865782223095393j)
-12.38720844798984    -12.429380821299281    -12.414350943847477    (-12.419079531227457-0.0008355140304322919j)
-12.38720844798984    -12.429380821297451    -12.414350943848033    (-12.419246466944482+0.003267731540973732j)
-12.38720844798984    -12.429380821297373    -12.41435094386813    (-12.420329922868477+0.000266750816638542j)
-12.38720844798984    -12.429380821299805    -12.41435094383996    (-12.397253243607295+0.0004759240065424339j)
-12.38720844798984    -12.429380821300155    -12.414350943839587    (-12.413794605633337+0.00023837861522973467j)
-12.38720844798984    -12.42938082129813    -12.414350943576807    (-12.420931047323474-0.0022816627983179294j)
-12.38720844798984    -12.42938082129636    -12.414350943848198    (-12.426297592983623+0.0006539812784859106j)
-12.38720844798984    -12.429380821298636    -12.4143509438411    (-12.416485360608675+0.0011031267438935198j)
-12.38720844798984    -12.429380821297523    -12.414350943840542    (-12.418633501781727+0.0009246472313665172j)
-12.38720844798984    -12.429380821298958    -12.414350943842264    (-12.401490620266099-0.0002984471245971122j)
-12.38720844798984    -12.429380821296816    -12.414350943852055    (-12.432053894493649+0.003559678906919273j)
-12.38720844798984    -12.429380821297473    -12.414350943527142    (-12.406951444343814-4.190058914146388e-05j)
