HF    FCI_atom    FCI_emb    VQE_emb
-12.593071866681884    -12.650638358353996    -12.62717116699354    (-12.628463738848598+0.0012955003869567503j)
-12.593071866681884    -12.650638358352786    -12.627171167012543    (-12.629455701665616-0.0008897388018077344j)
-12.593071866681884    -12.65063835835405    -12.62717116695764    (-12.628767210902456+0.0015205333215046381j)
-12.593071866681884    -12.650638358355192    -12.627171166934048    (-12.628492315657518-0.0013962162485708861j)
-12.593071866681884    -12.650638358354117    -12.627171167028314    (-12.636170765150222-0.0016968908859050936j)
-12.593071866681884    -12.650638358352044    -12.627171166879462    (-12.622656238037294-0.0007768605476776156j)
-12.593071866681884    -12.650638358353634    -12.62717116696277    (-12.62520031355652-0.0019096365373841803j)
-12.593071866681884    -12.650638358352825    -12.627171166989903    (-12.621417293644797+0.001026180148395331j)
-12.593071866681884    -12.650638358353655    -12.62717116700349    (-12.624577027248163-0.0003518665982798529j)
-12.593071866681884    -12.650638358357233    -12.627171167006576    (-12.631204401110365-0.0028982280449123252j)
-12.593071866681884    -12.650638358351612    -12.627171167017133    (-12.606055657544204+0.0006101140489680388j)
-12.593071866681884    -12.650638358352866    -12.627171167011419    (-12.618622602535762+0.00034730905254531377j)
-12.593071866681884    -12.650638358351406    -12.627171167035312    (-12.63251806421229-0.0015848822023236033j)
-12.593071866681884    -12.650638358351973    -12.627171166997163    (-12.622961017573052-0.0006979545652682325j)
-12.593071866681884    -12.650638358353225    -12.62717116700778    (-12.628255228268278-0.0008629669313586195j)
-12.593071866681884    -12.650638358351742    -12.627171166968258    (-12.639738525236492-0.0006564413688412197j)
-12.593071866681884    -12.65063835835223    -12.627171167037204    (-12.62717745427309+0.0003814064844661514j)
-12.593071866681884    -12.650638358350847    -12.62717116700804    (-12.624497923957193-0.0003703480706873333j)
-12.593071866681884    -12.650638358353723    -12.627171167024176    (-12.622048317844346+0.0006611718026988459j)
-12.593071866681884    -12.650638358353012    -12.62717116699279    (-12.611948928871493-0.00013983545115393985j)
-12.593071866681884    -12.650638358352719    -12.627171167007699    (-12.645518733197706-0.003934174591880879j)
-12.593071866681884    -12.650638358356742    -12.627171167027965    (-12.621340875030254-0.0012815503324207901j)
-12.593071866681884    -12.650638358354186    -12.627171166992252    (-12.623510622873086-0.001846749144990667j)
-12.593071866681884    -12.65063835835356    -12.627171166966678    (-12.634557907800591+0.0024514856240750614j)
-12.593071866681884    -12.650638358352143    -12.627171166974    (-12.628269926339145+0.0022737927718101277j)
-12.593071866681884    -12.650638358352179    -12.6271711670282    (-12.6324103161941-0.0007546470221048946j)
-12.593071866681884    -12.650638358351804    -12.627171167017053    (-12.623905293430319-0.0014365348561778564j)
-12.593071866681884    -12.6506383583514    -12.627171167014167    (-12.62640883518916+0.0019350978045445666j)
-12.593071866681884    -12.650638358356426    -12.62717116705616    (-12.629946202540712-0.0012024778353806151j)
-12.593071866681884    -12.650638358352198    -12.627171167016202    (-12.625599709960788-0.0010140992592179625j)
-12.593071866681884    -12.650638358355401    -12.627171165534284    (-12.631097939747546+0.0024355775420682223j)
-12.593071866681884    -12.650638358354026    -12.627171166909104    (-12.61995249754874-0.00023664773855986925j)
-12.593071866681884    -12.650638358352998    -12.627171167012383    (-12.619364567857529-0.001781931628095729j)
-12.593071866681884    -12.65063835835417    -12.627171167003734    (-12.622376572534808-0.0016845035372406998j)
-12.593071866681884    -12.65063835835162    -12.627171166995495    (-12.618477405068948-0.0017981140379380194j)
-12.593071866681884    -12.650638358354426    -12.627171167021297    (-12.63233566093327+0.000930619827756487j)
-12.593071866681884    -12.650638358354787    -12.62717116703435    (-12.644154560983223-0.002587858943952289j)
-12.593071866681884    -12.650638358353104    -12.627171166982496    (-12.638437564911754-0.0014408026167696463j)
-12.593071866681884    -12.650638358352573    -12.627171167010134    (-12.605259314592967+0.0010255549239151088j)
-12.593071866681884    -12.650638358351987    -12.62717116700971    (-12.609369940116654+0.00019857686339898773j)
-12.593071866681884    -12.65063835835518    -12.627171167022821    (-12.644630964134645+0.0005255176149610984j)
-12.593071866681884    -12.650638358353866    -12.627171167003004    (-12.626390401861778+0.0002439980679757539j)
-12.593071866681884    -12.650638358353799    -12.627171167033579    (-12.627890285437102+0.0019185421943635841j)
-12.593071866681884    -12.65063835835104    -12.627171167031038    (-12.61368332855657-0.0001311433846769792j)
-12.593071866681884    -12.650638358352749    -12.627171166984144    (-12.624008750488503-0.0006100696555654014j)
-12.593071866681884    -12.650638358352685    -12.627171166991294    (-12.617068782844235+0.00016719161477312118j)
-12.593071866681884    -12.650638358353644    -12.627171167017508    (-12.621117484840159+0.00033906647560698696j)
-12.593071866681884    -12.650638358353405    -12.627171167025875    (-12.622215930814443-0.0005233468801790969j)
-12.593071866681884    -12.650638358354433    -12.627171167010085    (-12.640451761254875-0.0005885099077543131j)
-12.593071866681884    -12.65063835835262    -12.627171167012985    (-12.620316836534082-0.001106800958320518j)
-12.593071866681884    -12.65063835835271    -12.627171166969699    (-12.63395960267412-0.0017347332510435627j)
-12.593071866681884    -12.650638358353003    -12.627171167004626    (-12.626389941004211+0.0034966617222193354j)
-12.593071866681884    -12.650638358354204    -12.627171166992838    (-12.632081584076849-0.0032738246710831186j)
-12.593071866681884    -12.650638358352241    -12.627171167002967    (-12.625946311909097-0.0003101226933781224j)
-12.593071866681884    -12.650638358349438    -12.627171167004471    (-12.624694131259583+0.0009088837019864789j)
-12.593071866681884    -12.650638358353826    -12.627171167004736    (-12.608996097099393+0.00029053132387352095j)
-12.593071866681884    -12.65063835835501    -12.627171166927262    (-12.637480317829105-0.0011117832987556197j)
-12.593071866681884    -12.650638358352563    -12.62717116700344    (-12.635338106353288-0.002269311762150287j)
-12.593071866681884    -12.650638358356053    -12.627171166970475    (-12.628531773046175+0.0006957275254352762j)
-12.593071866681884    -12.650638358355508    -12.627171167004331    (-12.636457167287439-0.0021234838590964114j)
-12.593071866681884    -12.650638358351655    -12.627171167005173    (-12.625694252817503-0.0005097086282914782j)
-12.593071866681884    -12.65063835835326    -12.627171166994591    (-12.62634172718214+0.002039002197982098j)
-12.593071866681884    -12.650638358355076    -12.627171167019622    (-12.61909323165406-0.001667298271264423j)
-12.593071866681884    -12.650638358355906    -12.62717116699754    (-12.625462845342604+7.288856644388523e-05j)
-12.593071866681884    -12.650638358351207    -12.6271711670179    (-12.617580906847158-0.0016349315792982496j)
-12.593071866681884    -12.650638358354362    -12.627171167018718    (-12.621300835108643-0.0008414745471265529j)
-12.593071866681884    -12.650638358352985    -12.627171167017684    (-12.648948155336916+0.001969212790173289j)
-12.593071866681884    -12.65063835835267    -12.627171167003219    (-12.622767031021096-0.0001841433458021775j)
-12.593071866681884    -12.650638358352847    -12.627171167013113    (-12.628091403350991+0.0014370960539189796j)
-12.593071866681884    -12.650638358352456    -12.627171167038101    (-12.628963814298722-0.0005337958187472167j)
-12.593071866681884    -12.650638358352742    -12.62717116700103    (-12.627337762014319-0.0005667808522339061j)
-12.593071866681884    -12.650638358355355    -12.627171167730918    (-12.621964132440489+0.001188692627533963j)
-12.593071866681884    -12.650638358351722    -12.627171166987424    (-12.633194519574303-0.004572418961081939j)
-12.593071866681884    -12.650638358355245    -12.627171168070912    (-12.626657241424702-0.0019219932305133275j)
-12.593071866681884    -12.650638358353092    -12.627171167015964    (-12.637038161812905-0.0008665990333602055j)
-12.593071866681884    -12.650638358353282    -12.627171167020455    (-12.622534469421092+3.272924719900331e-05j)
-12.593071866681884    -12.650638358354279    -12.627171167039874    (-12.617278788126397+0.0014812631320481413j)
-12.593071866681884    -12.650638358355042    -12.627171166980153    (-12.636917947807419-0.0005571991678749301j)
-12.593071866681884    -12.65063835835191    -12.627171167027596    (-12.647678894680423-0.0001077913613154906j)
-12.593071866681884    -12.650638358352357    -12.627171167015993    (-12.620180369615424-0.0028746037964761315j)
-12.593071866681884    -12.650638358353948    -12.62717116701514    (-12.619027864343074-0.00018673217144221833j)
