HF    FCI_atom    FCI_emb    VQE_emb
-12.59513554117301    -12.656539896699933    -12.631074847341548    (-12.635511995504789+0.0025717031112103723j)
-12.59513554117301    -12.656539896705329    -12.631074847301837    (-12.637967601369999-0.0003745113493876781j)
-12.59513554117301    -12.656539896700565    -12.631074847338894    (-12.63861624939065-0.0001998362039148675j)
-12.59513554117301    -12.65653989670199    -12.631074846654677    (-12.625294523197544-0.0013224504773201682j)
-12.59513554117301    -12.65653989670392    -12.631074847328962    (-12.631298303860166+0.0004098081036267888j)
-12.59513554117301    -12.656539896706116    -12.63107484735321    (-12.63377927286281-0.00031639425691491074j)
-12.59513554117301    -12.656539896701755    -12.631074847325657    (-12.628998212023754-0.0006058604655485164j)
-12.59513554117301    -12.65653989669873    -12.63107484734162    (-12.646669395757652-0.0008161234035498963j)
-12.59513554117301    -12.656539896704576    -12.631074847372373    (-12.627733579254206+0.0013210156775434047j)
-12.59513554117301    -12.656539896704716    -12.631074847356178    (-12.622209916168254+0.00013467718109413026j)
-12.59513554117301    -12.656539896702494    -12.631074847192073    (-12.630299861973889-0.002012001384931117j)
-12.59513554117301    -12.656539896704409    -12.631074847338683    (-12.6240793728314+6.187757434835878e-05j)
-12.59513554117301    -12.65653989670417    -12.631074847359278    (-12.614443962084989+0.0003006726566499907j)
-12.59513554117301    -12.656539896701625    -12.631074847343532    (-12.636278247299582-0.000744132225463975j)
-12.59513554117301    -12.656539896703462    -12.631074847337826    (-12.63846443501582-0.0009501057881728389j)
-12.59513554117301    -12.656539896706695    -12.631074847330119    (-12.646914660605889+0.002817079571300213j)
-12.59513554117301    -12.656539896701823    -12.631074847351123    (-12.652949433396778-0.0027444804402877434j)
-12.59513554117301    -12.656539896699943    -12.631074847353002    (-12.627981297956824+0.002336019985290989j)
-12.59513554117301    -12.65653989670169    -12.631074846297652    (-12.629383498215212+0.001001772186648169j)
-12.59513554117301    -12.656539896704581    -12.63107484739304    (-12.635370009589247-0.0009726640948756733j)
-12.59513554117301    -12.656539896700021    -12.63107484735219    (-12.656473463655434-0.0006616687995982535j)
-12.59513554117301    -12.656539896702753    -12.631074847352805    (-12.624792923858779+0.00046589217604545694j)
-12.59513554117301    -12.65653989670291    -12.631074847333409    (-12.625787837085776-0.000895588159823457j)
-12.59513554117301    -12.656539896701007    -12.631074847325266    (-12.630530432584258-0.0006855927837290897j)
-12.59513554117301    -12.656539896701828    -12.631074847348524    (-12.626961131909765+0.001745548369590939j)
-12.59513554117301    -12.65653989669876    -12.631074847345879    (-12.622463125512397+0.0017010051157805813j)
-12.59513554117301    -12.6565398966988    -12.63107484735146    (-12.622291826725647-0.001881086485583707j)
-12.59513554117301    -12.656539896703405    -12.63107484734738    (-12.619968173678336-0.00021221607242332907j)
-12.59513554117301    -12.656539896703114    -12.631074847306836    (-12.639312248027915-0.0021860581250729805j)
-12.59513554117301    -12.656539896703284    -12.631074847349174    (-12.628080656056516-0.0024711205356494725j)
-12.59513554117301    -12.65653989670152    -12.631074847231693    (-12.629737965577213-0.0006812644512414521j)
-12.59513554117301    -12.656539896700455    -12.63107484735023    (-12.626255401183762-0.0003992590675792929j)
-12.59513554117301    -12.65653989670225    -12.631074847350698    (-12.621847134590599+0.0008767697968888067j)
-12.59513554117301    -12.656539896702254    -12.63107484734553    (-12.634295237771726+0.0006903912974106992j)
-12.59513554117301    -12.656539896700032    -12.631074847349991    (-12.630270531051032-0.0018701846978574944j)
-12.59513554117301    -12.656539896704732    -12.631074847348566    (-12.630911281790238+0.0006108671386158007j)
-12.59513554117301    -12.656539896700094    -12.63107484739939    (-12.629158560491412+0.002274211877091625j)
-12.59513554117301    -12.656539896697376    -12.631074847323006    (-12.640121997845961+0.0020344054218414016j)
-12.59513554117301    -12.656539896700918    -12.63107484733799    (-12.636368854231272+0.00041873424302724794j)
-12.59513554117301    -12.656539896700615    -12.631074847328096    (-12.612470819217185-0.0002280854673491837j)
-12.59513554117301    -12.656539896698172    -12.631074847355837    (-12.639648055330136-0.0012674995714075032j)
-12.59513554117301    -12.656539896703402    -12.631074847330552    (-12.633092348319654-0.00334810077181653j)
-12.59513554117301    -12.656539896701386    -12.631074847312753    (-12.62960003055906-0.00039459145710623347j)
-12.59513554117301    -12.656539896701046    -12.631074847381758    (-12.641769993104328+0.0006649566412914967j)
-12.59513554117301    -12.656539896701247    -12.631074847355562    (-12.637259484272237-0.003513097535535104j)
-12.59513554117301    -12.656539896703102    -12.631074847351309    (-12.621677037596298-0.0007198670366879076j)
-12.59513554117301    -12.656539896701926    -12.631074847355556    (-12.634618785052902+0.0006174003737725644j)
-12.59513554117301    -12.65653989670218    -12.631074847349895    (-12.622933152603629-0.0006133694922897979j)
-12.59513554117301    -12.65653989670154    -12.631074847343745    (-12.640485260917387-0.0015670465660019405j)
-12.59513554117301    -12.656539896702077    -12.631074847214215    (-12.640400711576682-0.0020285769250581996j)
-12.59513554117301    -12.656539896702853    -12.631074847308586    (-12.639710927788773+5.7130649178602154e-05j)
-12.59513554117301    -12.656539896700604    -12.631074847138766    (-12.630872239041379-0.00019698361473631827j)
-12.59513554117301    -12.656539896698447    -12.631074847281017    (-12.639714890546424+0.002408759319422748j)
-12.59513554117301    -12.656539896704595    -12.63107484733707    (-12.640220251552744+0.003266846752668335j)
-12.59513554117301    -12.656539896701393    -12.631074847356105    (-12.623717695885965-0.0007450178197042432j)
-12.59513554117301    -12.656539896700846    -12.631074847340159    (-12.631002088292112-0.000644534618504052j)
-12.59513554117301    -12.656539896700506    -12.631074847356636    (-12.626579385689158-0.00030357604016703773j)
-12.59513554117301    -12.656539896696655    -12.63107484791701    (-12.626105125690884-0.00042453541339050447j)
-12.59513554117301    -12.656539896702586    -12.631074847268975    (-12.646942342107042+0.003025908653518697j)
-12.59513554117301    -12.656539896701583    -12.631074847322985    (-12.641209368455826+0.0014168027077023505j)
-12.59513554117301    -12.65653989670086    -12.631074847356475    (-12.622983463649856+0.0011692361369491666j)
-12.59513554117301    -12.656539896698181    -12.631074847348609    (-12.635474287347117+0.0006352557211907197j)
-12.59513554117301    -12.65653989670119    -12.631074847348627    (-12.635643277398056-0.0005027111624707049j)
-12.59513554117301    -12.656539896702888    -12.63107484733715    (-12.64631832591521+0.0002604811016630675j)
-12.59513554117301    -12.656539896696215    -12.63107484732408    (-12.624930005568814-0.0008286790613896152j)
-12.59513554117301    -12.656539896700632    -12.631074847342164    (-12.64486970149291-0.0013322721699156569j)
-12.59513554117301    -12.656539896701512    -12.631074847354613    (-12.636538604473508+0.0007669554908915797j)
-12.59513554117301    -12.656539896700087    -12.631074847340079    (-12.633830230880143-0.002287188713221476j)
-12.59513554117301    -12.656539896705556    -12.631074847314501    (-12.638607521743113-8.246266613437964e-05j)
-12.59513554117301    -12.656539896700867    -12.631074847346014    (-12.651964764299876-6.726400269174744e-05j)
-12.59513554117301    -12.656539896698888    -12.631074847356395    (-12.637477999175644-5.817584195867672e-05j)
-12.59513554117301    -12.656539896700668    -12.631074847347323    (-12.644824118416016-0.0011107691280267651j)
-12.59513554117301    -12.656539896700293    -12.631074847344303    (-12.633562540642354+0.0019554962613546195j)
-12.59513554117301    -12.656539896702242    -12.631074847322985    (-12.64944192231436+0.000581414798652551j)
-12.59513554117301    -12.65653989669952    -12.631074847349907    (-12.639274494711193-0.0011985376726295171j)
-12.59513554117301    -12.65653989669743    -12.631074847335839    (-12.62728806368831+0.0013378453583652024j)
