HF    FCI_atom    FCI_emb    VQE_emb
-12.567330911873448    -12.63643900281679    -12.60718021269915    (-12.60887613426174+0.002057055858367034j)
-12.567330911873448    -12.63643900281446    -12.607180212673217    (-12.625252346181046-0.0006711778241659188j)
-12.567330911873448    -12.636439002811573    -12.607180212672622    (-12.60392768224789-0.0021104323335216757j)
-12.567330911873448    -12.63643900281865    -12.607180212681726    (-12.608173959004757+0.0014310410237499255j)
-12.567330911873448    -12.636439002813137    -12.607180212665446    (-12.601974979738031-0.00029949516426477224j)
-12.567330911873448    -12.636439002814269    -12.607180212672064    (-12.608499811085412-0.0008536472742958091j)
-12.567330911873448    -12.636439002812287    -12.607180212706535    (-12.618523027373021+0.0009401879116974572j)
-12.567330911873448    -12.63643900281844    -12.607180212556022    (-12.597485331205702+0.000956023097209229j)
-12.567330911873448    -12.63643900281479    -12.60718021266856    (-12.611611692190229-0.0024299464712915467j)
-12.567330911873448    -12.636439002813017    -12.607180212675486    (-12.608684810947997+0.001535073661872073j)
-12.567330911873448    -12.636439002814106    -12.60718021268724    (-12.610406680076041+0.00017967557674004287j)
-12.567330911873448    -12.636439002815226    -12.607180212452914    (-12.617176364171826+0.005950676696022967j)
-12.567330911873448    -12.63643900281385    -12.607180212658728    (-12.607190984159804+0.0027612009088343295j)
-12.567330911873448    -12.63643900281466    -12.607180212638717    (-12.604125255189564-0.0006434926264845317j)
-12.567330911873448    -12.636439002814118    -12.607180212671102    (-12.606916932319438+0.0011551679173655875j)
-12.567330911873448    -12.636439002814525    -12.607180212666645    (-12.613612177983986-0.0018877429169265874j)
-12.567330911873448    -12.636439002813947    -12.607180212672185    (-12.604802344604147-0.00010512088898811963j)
-12.567330911873448    -12.636439002815585    -12.607180212672226    (-12.602552328871603+0.002012835488738479j)
-12.567330911873448    -12.63643900281672    -12.607180211928158    (-12.608562084069158+0.0025016759640253856j)
-12.567330911873448    -12.636439002818143    -12.607180212543218    (-12.623769815003248-0.0032121108742042504j)
-12.567330911873448    -12.636439002814223    -12.60718021269587    (-12.610045579068837-0.002025062883893581j)
-12.567330911873448    -12.636439002816443    -12.60718021264648    (-12.616113815663667-0.00028223640510138164j)
-12.567330911873448    -12.636439002814203    -12.607180212607604    (-12.601200095385565+0.00029513925484816165j)
-12.567330911873448    -12.636439002812017    -12.607180212648126    (-12.620169362485047+0.0004502086400895629j)
-12.567330911873448    -12.636439002816998    -12.607180212686607    (-12.592053597784911-0.0009160852668455275j)
-12.567330911873448    -12.636439002815573    -12.607180212556234    (-12.608012038373321+0.0029613393779233644j)
-12.567330911873448    -12.636439002814505    -12.607180212677564    (-12.605375694833574+7.807333581539311e-05j)
-12.567330911873448    -12.636439002813628    -12.60718021263995    (-12.611739374847131-0.0011076337795214877j)
-12.567330911873448    -12.636439002815898    -12.60718021263425    (-12.600396172684333-0.0008872531311299227j)
-12.567330911873448    -12.6364390028134    -12.60718021269663    (-12.593319955743112+0.001965781008235103j)
-12.567330911873448    -12.636439002814193    -12.607180212662765    (-12.605036136951421-0.00024590530321511874j)
-12.567330911873448    -12.636439002815148    -12.607180212673626    (-12.609241743797897+0.0020568850941132676j)
-12.567330911873448    -12.63643900281341    -12.607180212657777    (-12.612555127966235+0.003750742011548592j)
-12.567330911873448    -12.636439002815024    -12.607180212141007    (-12.605141325847118-0.0018600932334191793j)
-12.567330911873448    -12.636439002815283    -12.607180212665066    (-12.613704236851703-0.0007780103531549776j)
-12.567330911873448    -12.636439002814697    -12.607180212643158    (-12.60580439499465-0.004245336445867469j)
-12.567330911873448    -12.636439002812372    -12.607180212670592    (-12.616689139440414+0.0010514610693337797j)
-12.567330911873448    -12.636439002811562    -12.607180212676221    (-12.616239824656537+0.0020954737039286272j)
-12.567330911873448    -12.636439002812068    -12.607180212654304    (-12.615057756035421-0.003049561477259218j)
-12.567330911873448    -12.636439002812292    -12.60718021265737    (-12.612981703563936-0.00417524142509316j)
-12.567330911873448    -12.6364390028141    -12.607180212634827    (-12.598444139359644-0.0021624046443233648j)
