HF    FCI_atom    FCI_emb    VQE_emb
-12.405812089462774    -12.49472273424888    -12.457625673468605    (-12.466265813693736+0.000804108186790363j)
-12.405812089462774    -12.494722734246464    -12.457625673427668    (-12.47207742036898+0.0003537448132935054j)
-12.405812089462774    -12.494722734242355    -12.45762567306148    (-12.472393083789544+0.001982645926456593j)
-12.405812089462774    -12.494722734254298    -12.45762567342108    (-12.454894947613115-0.0010040299999165107j)
-12.405812089462774    -12.494722734247674    -12.457625673489794    (-12.468294141406927-0.0007327594690497919j)
-12.405812089462774    -12.49472273425583    -12.457625673407945    (-12.471160934645942+0.00314917347004772j)
-12.405812089462774    -12.494722734262963    -12.45762567342425    (-12.451413132002516+0.001177306616844287j)
-12.405812089462774    -12.49472273425635    -12.457625673422593    (-12.445923504961778+0.0005760327431340023j)
-12.405812089462774    -12.494722734244268    -12.457625673424488    (-12.467106740121682-0.0012694312230884998j)
-12.405812089462774    -12.494722734250285    -12.457625672111034    (-12.454723419506692+0.0018150193915291459j)
-12.405812089462774    -12.49472273424421    -12.457625673422793    (-12.449233135011255-0.0009910824854953036j)
-12.405812089462774    -12.494722734251864    -12.457625673423587    (-12.444059281796639-0.00045161879638443137j)
-12.405812089462774    -12.494722734248356    -12.45762567345048    (-12.467960160978564+0.0031739823506997623j)
-12.405812089462774    -12.494722734242016    -12.45762567331662    (-12.454413030574333-0.0030141868138173146j)
-12.405812089462774    -12.494722734241527    -12.457625673406191    (-12.442359718483178+0.0009072503111042183j)
-12.405812089462774    -12.494722734260897    -12.457625672962767    (-12.447727776913135-0.0015168326353454569j)
-12.405812089462774    -12.494722734241444    -12.457625673457251    (-12.456234063376767+0.0023743794552652103j)
-12.405812089462774    -12.49472273424623    -12.457625673154055    (-12.461683327079736-0.0015457311882931357j)
-12.405812089462774    -12.49472273424425    -12.457625673428637    (-12.479624915881141+0.004456445064369997j)
-12.405812089462774    -12.494722734251388    -12.457625673415526    (-12.45710625648708+3.0538018615965084e-05j)
-12.405812089462774    -12.49472273423616    -12.457625673424175    (-12.450143530426997-0.0013118699099347985j)
-12.405812089462774    -12.494722734244322    -12.457625673396919    (-12.465807319333774-0.002077215057985561j)
-12.405812089462774    -12.494722734245293    -12.457625673441946    (-12.45739608401257-0.0015345192581085138j)
-12.405812089462774    -12.494722734258257    -12.457625673424655    (-12.461455039980711+0.0019127950462618306j)
-12.405812089462774    -12.494722734247995    -12.457625673417407    (-12.459278102992103-0.004178366320236974j)
-12.405812089462774    -12.494722734244979    -12.457625673392515    (-12.466744687511506+0.000269555377370875j)
-12.405812089462774    -12.494722734238563    -12.457625673412284    (-12.462095096875297-0.0009125298153216236j)
-12.405812089462774    -12.494722734245622    -12.457625673409202    (-12.451184856768572+0.0024838339731355825j)
-12.405812089462774    -12.494722734240383    -12.457625673210764    (-12.464236337313883-0.0029976424472677315j)
-12.405812089462774    -12.494722734242798    -12.457625673597759    (-12.469836455269082+0.001005328998156622j)
-12.405812089462774    -12.494722734243883    -12.457625673591444    (-12.467795750429106-0.0037258214373567813j)
-12.405812089462774    -12.494722734238033    -12.457625673518454    (-12.45259302480694+0.00034101941547446296j)
-12.405812089462774    -12.494722734248176    -12.45762567316975    (-12.460416678688688-0.0005522043190594804j)
-12.405812089462774    -12.494722734241133    -12.457625673485886    (-12.46800203843902+0.0033531300612212496j)
-12.405812089462774    -12.49472273423925    -12.457625673418466    (-12.463787449863958-0.0017872328873279845j)
-12.405812089462774    -12.494722734262531    -12.45762567342605    (-12.45429027358347+0.0002929501056847195j)
-12.405812089462774    -12.494722734254744    -12.457625673433304    (-12.449356697911968-0.000782033932581306j)
-12.405812089462774    -12.494722734251827    -12.457625673435642    (-12.465398237316396-6.858988371661554e-05j)
-12.405812089462774    -12.494722734258978    -12.45762567341983    (-12.458684387206286-0.0015512867863496486j)
-12.405812089462774    -12.494722734246865    -12.457625673453306    (-12.468941919190298-0.00196645089473623j)
-12.405812089462774    -12.49472273424333    -12.457625673413446    (-12.451618693658759+0.0011850642120823172j)
-12.405812089462774    -12.494722734243238    -12.457625673412512    (-12.4461775562826+0.0028463044125723713j)
-12.405812089462774    -12.49472273425359    -12.45762567341878    (-12.456502066546522-0.00084733039783915j)
-12.405812089462774    -12.494722734246945    -12.457625673408602    (-12.459657851415402+0.001961288850228434j)
-12.405812089462774    -12.494722734242899    -12.45762567344177    (-12.453709163973363-0.005786330995423792j)
-12.405812089462774    -12.494722734241723    -12.457625673517482    (-12.470015952227975-0.00014622926099055412j)
-12.405812089462774    -12.494722734245775    -12.457625673446907    (-12.455951211981837-0.0009581011332372592j)
-12.405812089462774    -12.494722734246139    -12.457625673423957    (-12.460267894680745+0.0003218206690374972j)
-12.405812089462774    -12.494722734257284    -12.457625673458327    (-12.441759439338028-0.0006039000986478514j)
-12.405812089462774    -12.49472273424616    -12.45762567342947    (-12.458301619807822+0.000801336075935255j)
-12.405812089462774    -12.494722734248752    -12.457625673420804    (-12.453628431598936-0.004040458359675699j)
-12.405812089462774    -12.494722734238394    -12.457625673299802    (-12.45959964772183+0.00219267894049064j)
-12.405812089462774    -12.494722734238113    -12.457625673423813    (-12.471890092134124+0.0018803175371161294j)
-12.405812089462774    -12.494722734250328    -12.457625673431718    (-12.489908454217408+9.355804640272155e-05j)
-12.405812089462774    -12.494722734238392    -12.457625673428103    (-12.46545562742494-0.0019706721521995014j)
-12.405812089462774    -12.494722734238861    -12.457625673421822    (-12.450922498572684+0.0035771270921280585j)
-12.405812089462774    -12.494722734253159    -12.45762567343005    (-12.447633685766519-0.00044525151350176956j)
-12.405812089462774    -12.494722734254939    -12.457625673418024    (-12.460422015971991+1.2635146319637129e-06j)
-12.405812089462774    -12.494722734246212    -12.45762567343566    (-12.471336619261631+0.0058499956712674125j)
