HF    FCI_atom    FCI_emb    VQE_emb
-12.405812089462774    -12.494722734256326    -12.457625673415189    (-12.461069711733522+0.0011585629644479457j)
-12.405812089462774    -12.494722734243854    -12.457625673425618    (-12.472024066846956-0.0007284292258558021j)
-12.405812089462774    -12.494722734251464    -12.457625673262205    (-12.465870261518313-0.0005682320927065357j)
-12.405812089462774    -12.494722734244988    -12.457625673422287    (-12.463473936232282+0.004573270536590384j)
-12.405812089462774    -12.494722734245626    -12.457625673166683    (-12.48169645199947+0.000928238311227529j)
-12.405812089462774    -12.49472273424426    -12.457625673409211    (-12.465720223100913-0.002814412330792213j)
-12.405812089462774    -12.494722734244958    -12.457625673228629    (-12.461649982578091+0.0021535006723066557j)
-12.405812089462774    -12.494722734241293    -12.457625673359303    (-12.466408466174958-0.0008731750031101592j)
-12.405812089462774    -12.494722734238332    -12.457625673446021    (-12.45942691359241-0.003744004172297183j)
-12.405812089462774    -12.494722734251962    -12.457625673417361    (-12.440804026343228-0.004156801784530941j)
-12.405812089462774    -12.494722734239552    -12.457625673358905    (-12.47363273328836+0.0026562736308405346j)
-12.405812089462774    -12.494722734253067    -12.457625673428467    (-12.472283785851737+0.005511120481740759j)
-12.405812089462774    -12.49472273423837    -12.457625673283816    (-12.456707600257335-0.0016591733400564395j)
-12.405812089462774    -12.49472273424554    -12.457625673528943    (-12.459757310702093+0.0032691732767881963j)
-12.405812089462774    -12.494722734255776    -12.457625673349957    (-12.456003466311467-0.0003724234705896604j)
-12.405812089462774    -12.494722734254305    -12.457625673435182    (-12.459422310298788+0.0021952156946649336j)
-12.405812089462774    -12.49472273424594    -12.457625673486017    (-12.451519932994755+0.0009077313780383214j)
-12.405812089462774    -12.49472273424331    -12.457625673474018    (-12.465905169259194-0.0029720402423578374j)
-12.405812089462774    -12.49472273425383    -12.457625673432762    (-12.461024391840608-0.00022962050023751126j)
-12.405812089462774    -12.494722734245386    -12.457625673462108    (-12.459666402221746+0.002523924139895415j)
-12.405812089462774    -12.4947227342537    -12.457625673424957    (-12.462803052649273-0.0013743267203757768j)
-12.405812089462774    -12.49472273424522    -12.457625673898482    (-12.462435325890336-8.381615455899413e-06j)
