c0    e_fci    e_hf    ansatz_energy    HF+CS    HF+meas_diag    pauli_all    pauli_qbw    CCSD
0.997415976340773    -1.0551597944706257    -1.0429962745400954    -1.0551597944706257    (-1.058363122363257-0.00565144403413786j)    -1.0546925441020234    -1.0527079247763236    -1.038248814566407    -1.0551598227014738
c0    e_fci    e_hf    ansatz_energy    HF+CS    HF+meas_diag    pauli_all    pauli_qbw    CCSD
0.997415976340773    -1.0551597944706257    -1.0429962745400954    -1.0551597944706257    (-1.0453693986331185-0.010954853921306231j)    -1.053838801798233    -1.043885261451569    -1.0299646266104223    -1.0551598227014738
c0    e_fci    e_hf    ansatz_energy    HF+CS    HF+meas_diag    pauli_all    pauli_qbw    CCSD
0.997415976340773    -1.0551597944706257    -1.0429962745400954    -1.0551597944706257    (-1.0648048121880251-0.007843290135562963j)    -1.0546925441020234    -1.0546069087657983    -1.0771924956472665    -1.0551598227014738
c0    e_fci    e_hf    ansatz_energy    HF+CS    HF+meas_diag    pauli_all    pauli_qbw    CCSD
0.997415976340773    -1.0551597944706257    -1.0429962745400954    -1.0551597944706257    (-1.0565971244800538+0.020847517042011324j)    -1.0521313171906523    -1.055514989275648    -1.075503793370369    -1.0551598227014738
c0    e_fci    e_hf    ansatz_energy    HF+CS    HF+meas_diag    pauli_all    pauli_qbw    CCSD
0.997415976340773    -1.0551597944706257    -1.0429962745400954    -1.0551597944706257    (-1.046146185522909+0.015049574695665646j)    -1.0533265564159588    -1.0492667908511282    -1.0691711598320044    -1.0551598227014738
c0    e_fci    e_hf    ansatz_energy    HF+CS    HF+meas_diag    pauli_all    pauli_qbw    CCSD
0.997415976340773    -1.0551597944706257    -1.0429962745400954    -1.0551597944706257    (-1.0627934454103054-0.0032415015979119395j)    -1.0549230545240469    -1.061192847645698    -1.0511769337838595    -1.0551598227014738
c0    e_fci    e_hf    ansatz_energy    HF+CS    HF+meas_diag    pauli_all    pauli_qbw    CCSD
0.997415976340773    -1.0551597944706257    -1.0429962745400954    -1.0551597944706257    (-1.0521454290177517-0.001072405916671041j)    -1.0572537710133945    -1.050174871360977    -1.0608869718760192    -1.0551598227014738
c0    e_fci    e_hf    ansatz_energy    HF+CS    HF+meas_diag    pauli_all    pauli_qbw    CCSD
0.997415976340773    -1.0551597944706257    -1.0429962745400954    -1.0551597944706257    (-1.0394813286243814+0.0036677696511797863j)    -1.0615224825323464    -1.0581531835472828    -1.0524434604915325    -1.0551598227014738
c0    e_fci    e_hf    ansatz_energy    HF+CS    HF+meas_diag    pauli_all    pauli_qbw    CCSD
0.997415976340773    -1.0551597944706257    -1.0429962745400954    -1.0551597944706257    (-1.0799497969335474+0.0002632017264491555j)    -1.0550340410235395    -1.0497734015341973    -1.061149824016742    -1.0551598227014738
c0    e_fci    e_hf    ansatz_energy    HF+CS    HF+meas_diag    pauli_all    pauli_qbw    CCSD
0.997415976340773    -1.0551597944706257    -1.0429962745400954    -1.0551597944706257    (-1.040694120351758-0.0010561037365640204j)    -1.0570830225526364    -1.0639999121450232    -1.045425799243221    -1.0551598227014738
c0    e_fci    e_hf    ansatz_energy    HF+CS    HF+meas_diag    pauli_all    pauli_qbw    CCSD
0.997415976340773    -1.0551597944706257    -1.0429962745400954    -1.0551597944706257    (-1.0466345408346518-0.017944007467070176j)    -1.0541802987197493    -1.0536574167710608    -1.0524434604915325    -1.0551598227014738
c0    e_fci    e_hf    ansatz_energy    HF+CS    HF+meas_diag    pauli_all    pauli_qbw    CCSD
0.997415976340773    -1.0551597944706257    -1.0429962745400954    -1.0551597944706257    (-1.0575636329326767+0.017285348975020643j)    -1.0529850594944428    -1.0586597942303526    -1.0657937552782097    -1.0551598227014738
c0    e_fci    e_hf    ansatz_energy    HF+CS    HF+meas_diag    pauli_all    pauli_qbw    CCSD
0.997415976340773    -1.0551597944706257    -1.0429962745400954    -1.0551597944706257    (-1.0642980920661822+0.01636417256636634j)    -1.0524728141121684    -1.0498371309055976    -1.0600426207375706    -1.0551598227014738
c0    e_fci    e_hf    ansatz_energy    HF+CS    HF+meas_diag    pauli_all    pauli_qbw    CCSD
0.997415976340773    -1.0551597944706257    -1.0429962745400954    -1.0551597944706257    (-1.0388045756037907+0.021185951212951387j)    -1.0528143110336845    -1.0500060011332872    -1.0475366770893422    -1.0551598227014738
c0    e_fci    e_hf    ansatz_energy    HF+CS    HF+meas_diag    pauli_all    pauli_qbw    CCSD
