E_HF    E_int_FCI_emb    E_FCI_emb    E_CS_emb    Sz_HF    Sz_int_FCI_emb    Sz_FCI_emb    Sz_CS_emb
-368.1059109019211    -368.13346611076065    -368.13346611119795    -368.15476225994007    -0.5933966464415725    -0.5570294616498944    -0.5608790550823338    0.3675561760844817
-368.1059109019211    -368.13346611078924    -368.13346611119795    -368.13974710997553    -0.5933966464415725    -0.5570294672273336    -0.5608790550823338    0.2931706884279331
-368.1059109019211    -368.1334661107925    -368.13346611119795    -368.13036708046695    -0.5933966464415725    -0.5570294653967154    -0.5608790550823338    0.1277572595031497
-368.1059109019211    -368.13346611080055    -368.13346611119795    -368.14612470322936    -0.5933966464415725    -0.5570294568888403    -0.5608790550823338    0.34728091554369983
-368.1059109019211    -368.1334661107839    -368.13346611119795    -368.13071875204406    -0.5933966464415725    -0.557029458653761    -0.5608790550823338    0.1107936860179384
-368.1059109019211    -368.1334661107908    -368.13346611119795    -368.11993715283035    -0.5933966464415725    -0.557029463721621    -0.5608790550823338    0.24937058357460665
-368.1059109019211    -368.13346611079646    -368.13346611119795    -368.1271368758905    -0.5933966464415725    -0.5570294683784224    -0.5608790550823338    0.16349266820563596
-368.1059109019211    -368.1334661107951    -368.13346611119795    -368.12368918827804    -0.5933966464415725    -0.5570294644474449    -0.5608790550823338    -0.13710179987167403
-368.1059109019211    -368.13346611080135    -368.13346611119795    -368.14698776004883    -0.5933966464415725    -0.5570294595254943    -0.5608790550823338    0.13714148819040664
-368.1059109019211    -368.13346611079663    -368.13346611119795    -368.1585751502543    -0.5933966464415725    -0.557029460767386    -0.5608790550823338    0.43295663000944284
-368.1059109019211    -368.13346611080266    -368.13346611119795    -368.11649437554286    -0.5933966464415725    -0.5570294602247907    -0.5608790550823338    0.3487498993611015
-368.1059109019211    -368.13346611079845    -368.13346611119795    -368.11708916131363    -0.5933966464415725    -0.5570294654312611    -0.5608790550823338    0.07114765855263734
-368.1059109019211    -368.1334661107845    -368.13346611119795    -368.14946360072764    -0.5933966464415725    -0.5570294632402696    -0.5608790550823338    0.25857872060333476
-368.1059109019211    -368.13346611080124    -368.13346611119795    -368.1359836419206    -0.5933966464415725    -0.5570294677790195    -0.5608790550823338    -0.03977265021794241
-368.1059109019211    -368.1334661108042    -368.13346611119795    -368.1187879722504    -0.5933966464415725    -0.5570294585792323    -0.5608790550823338    0.23022890909743413
-368.1059109019211    -368.13346611078293    -368.13346611119795    -368.131484034417    -0.5933966464415725    -0.5570294571634467    -0.5608790550823338    0.12377863847743446
-368.1059109019211    -368.1334661108097    -368.13346611119795    -368.13084236610837    -0.5933966464415725    -0.5570294605070527    -0.5608790550823338    0.1839200613967053
-368.1059109019211    -368.1334661107516    -368.13346611119795    -368.1310916024905    -0.5933966464415725    -0.557029462381105    -0.5608790550823338    0.27876290201007126
-368.1059109019211    -368.13346611079714    -368.13346611119795    -368.1386251604017    -0.5933966464415725    -0.5570294628624125    -0.5608790550823338    0.2662930848568367
-368.1059109019211    -368.1334661107898    -368.13346611119795    -368.1191626968179    -0.5933966464415725    -0.5570294630330345    -0.5608790550823338    0.05366397698024678
-368.1059109019211    -368.1334661108008    -368.13346611119795    -368.11894619782976    -0.5933966464415725    -0.557029466599511    -0.5608790550823338    0.07997377505090154
-368.1059109019211    -368.1334661107976    -368.13346611119795    -368.11807231640546    -0.5933966464415725    -0.5570294632696514    -0.5608790550823338    0.09468369612735512
-368.1059109019211    -368.13346611080806    -368.13346611119795    -368.13141221381125    -0.5933966464415725    -0.5570294637970619    -0.5608790550823338    0.1790599067299077
-368.1059109019211    -368.13346611080505    -368.13346611119795    -368.12083684572025    -0.5933966464415725    -0.5570294638702316    -0.5608790550823338    0.29305025085114167
-368.1059109019211    -368.13346611079265    -368.13346611119795    -368.12530553207665    -0.5933966464415725    -0.5570294580241998    -0.5608790550823338    0.06804426648572923
-368.1059109019211    -368.1334661108011    -368.13346611119795    -368.15601683300525    -0.5933966464415725    -0.5570294614057735    -0.5608790550823338    0.0961041080478223
-368.1059109019211    -368.1334661107809    -368.13346611119795    -368.09258599846856    -0.5933966464415725    -0.5570294569122067    -0.5608790550823338    0.2640218591197118
-368.1059109019211    -368.1334661108078    -368.13346611119795    -368.10963908233765    -0.5933966464415725    -0.5570294617096648    -0.5608790550823338    0.11163555716958372
