E_HF    E_int_FCI_emb    E_FCI_emb    E_CS_emb    Sz_HF    Sz_int_FCI_emb    Sz_FCI_emb    Sz_CS_emb
-368.07840268329585    -368.10447952203407    -368.1044795221201    -368.10203414190545    -0.5877642518497446    -0.5562541167914913    -0.5592843967150277    -0.488835598872576
-368.07840268329585    -368.1044795220316    -368.1044795221201    -368.10350960111685    -0.5877642518497446    -0.5562541167778249    -0.5592843967150277    -0.49076702199703265
-368.07840268329585    -368.10447952203003    -368.1044795221201    -368.10954843205934    -0.5877642518497446    -0.5562541207605856    -0.5592843967150277    -0.4796732175771992
-368.07840268329585    -368.10447952203054    -368.1044795221201    -368.1066968444019    -0.5877642518497446    -0.5562541174092295    -0.5592843967150277    -0.45241245176076594
-368.07840268329585    -368.1044795220323    -368.1044795221201    -368.107913875702    -0.5877642518497446    -0.5562541134086308    -0.5592843967150277    -0.4921596918031442
-368.07840268329585    -368.10447952202395    -368.1044795221201    -368.1020660694823    -0.5877642518497446    -0.5562541173619049    -0.5592843967150277    -0.4721004879614718
-368.07840268329585    -368.1044795220106    -368.1044795221201    -368.10592038608087    -0.5877642518497446    -0.556254115107935    -0.5592843967150277    -0.4966494316749795
-368.07840268329585    -368.10447952203526    -368.1044795221201    -368.10790867115304    -0.5877642518497446    -0.5562541145110339    -0.5592843967150277    -0.49152753475955474
-368.07840268329585    -368.1044795220308    -368.1044795221201    -368.108365310802    -0.5877642518497446    -0.5562541160152529    -0.5592843967150277    -0.5081866406260485
-368.07840268329585    -368.10447952202844    -368.1044795221201    -368.1071043580222    -0.5877642518497446    -0.5562541130217697    -0.5592843967150277    -0.4920129342622189
-368.07840268329585    -368.1044795220335    -368.1044795221201    -368.10880893048693    -0.5877642518497446    -0.5562541178101355    -0.5592843967150277    -0.4664358281085724
-368.07840268329585    -368.1044795220283    -368.1044795221201    -368.1117842868698    -0.5877642518497446    -0.5562541175603766    -0.5592843967150277    -0.4721641700841779
-368.07840268329585    -368.1044795220332    -368.1044795221201    -368.1031319694965    -0.5877642518497446    -0.5562541166096535    -0.5592843967150277    -0.4533793884610586
-368.07840268329585    -368.1044795220214    -368.1044795221201    -368.10334439318405    -0.5877642518497446    -0.556254110814092    -0.5592843967150277    -0.48277762945526775
-368.07840268329585    -368.10447952203    -368.1044795221201    -368.10293212956464    -0.5877642518497446    -0.5562541171614415    -0.5592843967150277    -0.4916647492993892
-368.07840268329585    -368.10447952202736    -368.1044795221201    -368.0988925804104    -0.5877642518497446    -0.5562541116866873    -0.5592843967150277    -0.47930522513844226
-368.07840268329585    -368.10447952202907    -368.1044795221201    -368.10523955753234    -0.5877642518497446    -0.5562541121304041    -0.5592843967150277    -0.48679070827689197
-368.07840268329585    -368.10447952202856    -368.1044795221201    -368.10281193243725    -0.5877642518497446    -0.5562541186504618    -0.5592843967150277    -0.5242760196496953
-368.07840268329585    -368.104479522032    -368.1044795221201    -368.1087493420835    -0.5877642518497446    -0.5562541127062067    -0.5592843967150277    -0.4637621972954373
-368.07840268329585    -368.1044795220294    -368.1044795221201    -368.11012308490535    -0.5877642518497446    -0.5562541114463077    -0.5592843967150277    -0.48656468675036874
-368.07840268329585    -368.1044795220212    -368.1044795221201    -368.1067250509618    -0.5877642518497446    -0.556254116621104    -0.5592843967150277    -0.49815843060900017
-368.07840268329585    -368.10447952203094    -368.1044795221201    -368.1072315297153    -0.5877642518497446    -0.5562541139054251    -0.5592843967150277    -0.5007384201676831
-368.07840268329585    -368.1044795220242    -368.1044795221201    -368.09935318441495    -0.5877642518497446    -0.5562541132867791    -0.5592843967150277    -0.4785635743573044
-368.07840268329585    -368.10447952203396    -368.1044795221201    -368.10991623736106    -0.5877642518497446    -0.5562541155874604    -0.5592843967150277    -0.4737044149241187
-368.07840268329585    -368.10447952202736    -368.1044795221201    -368.10009490920714    -0.5877642518497446    -0.556254113519697    -0.5592843967150277    -0.4884032263666508
-368.07840268329585    -368.10447952202975    -368.1044795221201    -368.0999654563717    -0.5877642518497446    -0.5562541136791531    -0.5592843967150277    -0.4650191122568258
-368.07840268329585    -368.1044795220236    -368.1044795221201    -368.0961423078413    -0.5877642518497446    -0.5562541109184863    -0.5592843967150277    -0.48639218975873366
-368.07840268329585    -368.10447952203157    -368.1044795221201    -368.1040582135288    -0.5877642518497446    -0.5562541204671323    -0.5592843967150277    -0.447036842285647
-368.07840268329585    -368.1044795220248    -368.1044795221201    -368.1056252757717    -0.5877642518497446    -0.5562541121431064    -0.5592843967150277    -0.4640059221325768
-368.07840268329585    -368.10447952203367    -368.1044795221201    -368.10817552242213    -0.5877642518497446    -0.5562541154729935    -0.5592843967150277    -0.47058991587546856
-368.07840268329585    -368.10447952203316    -368.1044795221201    -368.11115599826485    -0.5877642518497446    -0.5562541160092344    -0.5592843967150277    -0.48369905469898566
